declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
75056,4,FL,Florida                       ,0,1975-02-13T00:00:00.000Z,Emergency,TORNADO,Tornado,1975-02-20T00:00:00.000Z,1975-02-20T00:00:00.000Z,Turndown,1975-02-20T00:00:00.000Z,0,0,0,0,75056,1975-02-20T00:00:00.000Z,2c680cd0-820c-442f-9b4d-2b065f816d09
75058,6,AR,Arkansas                      ,0,1975-02-24T00:00:00.000Z,Emergency,TORNADOES,Tornado,1975-03-07T00:00:00.000Z,1975-03-07T00:00:00.000Z,Turndown,1975-03-07T00:00:00.000Z,0,0,0,0,75058,1975-03-07T00:00:00.000Z,0c419d38-20b8-4ed2-9813-6c62b547364d
75059,6,OK,Oklahoma                      ,0,1975-02-27T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1975-03-14T00:00:00.000Z,1975-03-14T00:00:00.000Z,Turndown,1975-03-14T00:00:00.000Z,0,0,0,0,75059,1975-03-14T00:00:00.000Z,ddc6e861-e8d4-4377-85fd-df621b6b7f4b
75062,4,GA,Georgia                       ,0,1975-02-28T00:00:00.000Z,Major Disaster,"TORNADO, HIGH WINDS & FLOODING",Tornado,1975-02-28T00:00:00.000Z,1975-02-28T00:00:00.000Z,Turndown,1975-02-28T00:00:00.000Z,0,0,0,0,75062,1975-02-28T00:00:00.000Z,fbe58037-f979-49be-914e-b8126dbea8aa
75063,1,RI,Rhode Island                  ,0,1975-03-14T00:00:00.000Z,Emergency,URBAN FIRE (PROVIDENCE),Fire,1975-03-24T00:00:00.000Z,1975-03-24T00:00:00.000Z,Turndown,1975-03-24T00:00:00.000Z,0,0,0,0,75063,1975-03-24T00:00:00.000Z,6d43bd67-8603-4663-9c08-2e6baf338b23
75067,4,NC,North Carolina                ,0,1975-03-18T00:00:00.000Z,Emergency,TORNADOES,Tornado,1975-04-04T00:00:00.000Z,1975-04-04T00:00:00.000Z,Turndown,1975-04-04T00:00:00.000Z,0,0,0,0,75067,1975-04-04T00:00:00.000Z,62ee0b95-e2a4-41d5-ab7a-4b4834b43757
75073,1,RI,Rhode Island                  ,0,1975-03-28T00:00:00.000Z,Emergency,URBAN FIRE (WESTERLY),Fire,1975-04-15T00:00:00.000Z,1975-04-15T00:00:00.000Z,Turndown,1975-04-15T00:00:00.000Z,0,0,0,0,75073,1975-04-15T00:00:00.000Z,41edab9a-c495-4f3d-b898-602bbbc4335b
75076,4,MS,Mississippi                   ,0,1975-03-29T00:00:00.000Z,Emergency,FLOODING,Flood,1975-04-10T00:00:00.000Z,1975-04-10T00:00:00.000Z,Turndown,1975-04-10T00:00:00.000Z,0,0,0,0,75076,1975-04-10T00:00:00.000Z,1b19b9dc-1701-4fea-b63f-a3633961ed8e
75078,5,WI,Wisconsin                     ,0,1975-04-04T00:00:00.000Z,Emergency,FLOODING,Flood,1975-04-16T00:00:00.000Z,1975-04-16T00:00:00.000Z,Turndown,1975-04-16T00:00:00.000Z,0,0,0,0,75078,1975-04-16T00:00:00.000Z,5a3576f6-6506-43f4-9cf6-bb3081138f0e
75080,3,VA,Virginia                      ,0,1975-04-08T00:00:00.000Z,Emergency,HIGH WINDS,Severe Storm,1975-04-18T00:00:00.000Z,1975-04-18T00:00:00.000Z,Turndown,1975-04-18T00:00:00.000Z,0,0,0,0,75080,1975-04-18T00:00:00.000Z,4b2240fb-3974-474d-b6e9-f8a0989a3576
75081,5,IL,Illinois                      ,0,1975-04-14T00:00:00.000Z,Emergency,FLOODS,Flood,1975-04-14T00:00:00.000Z,1975-04-14T00:00:00.000Z,Turndown,1975-04-14T00:00:00.000Z,0,0,0,0,75081,1975-04-14T00:00:00.000Z,7a7d64e5-2af9-45f2-9c1e-4b5b0cd9ab97
75082,3,VA,Virginia                      ,0,1975-04-09T00:00:00.000Z,Emergency,FLOODS & TORNADO,Tsunami,1975-05-08T00:00:00.000Z,1975-05-08T00:00:00.000Z,Turndown,1975-05-08T00:00:00.000Z,0,0,0,0,75082,1975-05-08T00:00:00.000Z,abac276b-1d10-474f-9fb6-3b70553d852a
75086,6,AR,Arkansas                      ,0,1975-05-05T00:00:00.000Z,Major Disaster,FLOODING,Flood,1975-05-05T00:00:00.000Z,1975-05-05T00:00:00.000Z,Turndown,1975-05-05T00:00:00.000Z,0,0,0,0,75086,1975-05-05T00:00:00.000Z,eca52693-79c7-4977-a028-09caa9a1b11b
75093,3,VA,Virginia                      ,0,1975-05-30T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75093,1975-06-19T00:00:00.000Z,c850d678-72ea-4dbc-8ea5-935d8f9b0fc3
75094,5,WI,Wisconsin                     ,0,1975-06-04T00:00:00.000Z,Major Disaster,FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75094,1975-06-19T00:00:00.000Z,2c24a62f-e669-43a2-804a-8ff63b856bbe
75099,7,KS,Kansas                        ,0,1975-06-30T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1975-07-18T00:00:00.000Z,1975-07-18T00:00:00.000Z,Turndown,1975-07-18T00:00:00.000Z,0,0,0,0,75099,1975-07-18T00:00:00.000Z,385f58d0-9c41-4e7b-b2d1-c512c16efd46
75200,4,FL,Florida                       ,0,1975-04-18T00:00:00.000Z,Emergency,FLOODING,Flood,1975-04-18T00:00:00.000Z,1975-04-18T00:00:00.000Z,Turndown,1975-04-18T00:00:00.000Z,0,0,0,0,75200,1975-04-18T00:00:00.000Z,4d1e095e-906d-4f0f-a68b-aea175e4868c
75201,10,ID,Idaho                         ,0,1975-04-22T00:00:00.000Z,Emergency,EARTHQUAKE,Earthquake,1975-04-22T00:00:00.000Z,1975-04-22T00:00:00.000Z,Turndown,1975-04-22T00:00:00.000Z,0,0,0,0,75201,1975-04-22T00:00:00.000Z,93c3f781-62ba-450d-825f-410dd5909620
75202,6,TX,Texas                         ,0,1975-05-13T00:00:00.000Z,Emergency,TORNADOES & HEAVY RAINS,Tornado,1975-05-13T00:00:00.000Z,1975-05-13T00:00:00.000Z,Turndown,1975-05-13T00:00:00.000Z,0,0,0,0,75202,1975-05-13T00:00:00.000Z,eb739dae-f931-4328-b413-9ccd85883960
75203,3,MD,Maryland                      ,0,1975-05-14T00:00:00.000Z,Emergency,HIGH WINDS & WAVE ACTION,Coastal Storm,1975-05-14T00:00:00.000Z,1975-05-14T00:00:00.000Z,Turndown,1975-05-14T00:00:00.000Z,0,0,0,0,75203,1975-05-14T00:00:00.000Z,40044dde-92b6-41d6-915a-316e78f8ce8f
75204,6,TX,Texas                         ,0,1975-05-22T00:00:00.000Z,Emergency,SEVERE STORMS & TORNADOES,Tornado,1975-05-22T00:00:00.000Z,1975-05-22T00:00:00.000Z,Turndown,1975-05-22T00:00:00.000Z,0,0,0,0,75204,1975-05-22T00:00:00.000Z,daf31265-e79f-41a1-a9ed-c021d839a62b
75205,3,VA,Virginia                      ,0,1975-05-29T00:00:00.000Z,Emergency,FLOODING,Flood,1975-05-29T00:00:00.000Z,1975-05-29T00:00:00.000Z,Turndown,1975-05-29T00:00:00.000Z,0,0,0,0,75205,1975-05-29T00:00:00.000Z,8a567485-daee-4710-a1ff-b76249adc028
75206,1,ME,Maine                         ,0,1975-05-08T00:00:00.000Z,Emergency,"HIGH WINDS, RAIN",Severe Storm,1975-05-08T00:00:00.000Z,1975-05-08T00:00:00.000Z,Turndown,1975-05-08T00:00:00.000Z,0,0,0,0,75206,1975-05-08T00:00:00.000Z,6a6948f3-cce8-404e-93ef-66e65e01677b
75207,4,NC,North Carolina                ,0,1975-06-17T00:00:00.000Z,Emergency,FLOODING,Flood,1975-06-17T00:00:00.000Z,1975-06-17T00:00:00.000Z,Turndown,1975-06-17T00:00:00.000Z,0,0,0,0,75207,1975-06-17T00:00:00.000Z,f9c07e15-5cc0-4ce0-a4c5-8919420e9c19
75208,6,TX,Texas                         ,0,1975-06-19T00:00:00.000Z,Emergency,FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75208,1975-06-19T00:00:00.000Z,614ecc1d-b2be-4f15-a497-ca972c332e13
75209,5,WI,Wisconsin                     ,0,1975-06-19T00:00:00.000Z,Emergency,HEAVY RAINFALL & FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75209,1975-06-19T00:00:00.000Z,edfff87d-4454-4fce-8ede-049f26e686e9
76002,6,TX,Texas                         ,0,1975-07-09T00:00:00.000Z,Major Disaster,"STORMS, FLOODING & TORNADOES",Tornado,1975-07-18T00:00:00.000Z,1975-07-18T00:00:00.000Z,Turndown,1975-07-18T00:00:00.000Z,0,0,0,0,76002,1975-07-18T00:00:00.000Z,5abd9f8f-4864-4f81-908c-2fc71993f6f9
76005,6,LA,Louisiana                     ,0,1975-07-17T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-08-04T00:00:00.000Z,1975-08-04T00:00:00.000Z,Turndown,1975-08-04T00:00:00.000Z,0,0,0,0,76005,1975-08-04T00:00:00.000Z,4f8741e6-ce39-45e3-b1b9-826389e3b981
76009,2,NY,New York                      ,0,1975-08-14T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-09-03T00:00:00.000Z,1975-09-03T00:00:00.000Z,Turndown,1975-09-03T00:00:00.000Z,0,0,0,0,76009,1975-09-03T00:00:00.000Z,34433f36-5b2d-474d-a64c-64c4eb37f11c
76010,8,ND,North Dakota                  ,0,1975-08-18T00:00:00.000Z,Major Disaster,STORMS & HIGH WINDS,Severe Storm,1975-09-03T00:00:00.000Z,1975-09-03T00:00:00.000Z,Turndown,1975-09-03T00:00:00.000Z,0,0,0,0,76010,1975-09-03T00:00:00.000Z,b6ae3049-4d8b-4bc6-9be7-95043d037a82
76012,6,TX,Texas                         ,0,1975-09-05T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-09-16T00:00:00.000Z,1975-09-16T00:00:00.000Z,Turndown,1975-09-16T00:00:00.000Z,0,0,0,0,76012,1975-09-16T00:00:00.000Z,ac8d3cde-6480-4561-940e-606e6f3ecb43
76015,2,NJ,New Jersey                    ,0,1975-09-13T00:00:00.000Z,Major Disaster,WATER SUPPLY PROBLEM,Drought,1975-10-01T00:00:00.000Z,1975-10-01T00:00:00.000Z,Turndown,1975-10-01T00:00:00.000Z,0,0,0,0,76015,1975-10-01T00:00:00.000Z,dfb14939-e8e1-45b5-8892-5a6b56e876e8
76023,3,VA,Virginia                      ,0,1975-10-28T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-11-13T00:00:00.000Z,1975-11-13T00:00:00.000Z,Turndown,1975-11-13T00:00:00.000Z,0,0,0,0,76023,1975-11-13T00:00:00.000Z,4b05dfd4-ceff-4da1-801d-0484ac39df26
76024,2,NY,New York                      ,0,1975-11-03T00:00:00.000Z,Major Disaster,FLOODING,Flood,1975-11-14T00:00:00.000Z,1975-11-14T00:00:00.000Z,Turndown,1975-11-14T00:00:00.000Z,0,0,0,0,76024,1975-11-14T00:00:00.000Z,7a174c5d-8e44-4863-a283-992c308b5cc0
76025,4,AL,Alabama                       ,0,1975-12-02T00:00:00.000Z,Major Disaster,STRONG WINDS & HEAVY RAIN,Severe Storm,1975-12-16T00:00:00.000Z,1975-12-16T00:00:00.000Z,Turndown,1975-12-16T00:00:00.000Z,0,0,0,0,76025,1975-12-16T00:00:00.000Z,0131cc32-6726-42c0-a09b-76d815b2463b
76030,6,OK,Oklahoma                      ,0,1975-12-15T00:00:00.000Z,Major Disaster,GAS EXPLOSION,Other,1975-12-31T00:00:00.000Z,1975-12-31T00:00:00.000Z,Turndown,1975-12-31T00:00:00.000Z,0,0,0,0,76030,1975-12-31T00:00:00.000Z,56e43886-9567-4ef6-a925-294ee3217e0a
76031,1,ME,Maine                         ,0,1976-02-18T00:00:00.000Z,Major Disaster,FLOODING,Flood,1976-03-01T00:00:00.000Z,1976-03-01T00:00:00.000Z,Turndown,1976-03-01T00:00:00.000Z,0,0,0,0,76031,1976-03-01T00:00:00.000Z,5b4df572-a7ff-461c-8990-65dd1c8aa7e0
76033,5,IL,Illinois                      ,0,1976-03-12T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1976-03-24T00:00:00.000Z,1976-03-24T00:00:00.000Z,Turndown,1976-03-24T00:00:00.000Z,0,0,0,0,76033,1976-03-24T00:00:00.000Z,4b16a255-2aa0-48ce-bbb2-18299ed53542
76036,5,IN,Indiana                       ,0,1976-03-19T00:00:00.000Z,Major Disaster,"STORMS, FLOODING, & TORNADOES",Tsunami,1976-03-25T00:00:00.000Z,1976-03-25T00:00:00.000Z,Turndown,1976-03-25T00:00:00.000Z,0,0,0,0,76036,1976-03-25T00:00:00.000Z,8d97cc25-592c-477f-85e3-0b6604ef90ad
76037,4,AL,Alabama                       ,0,1976-03-24T00:00:00.000Z,Major Disaster,"TORNADOES,STRONG WINDS,RAINS",Tornado,1976-04-07T00:00:00.000Z,1976-04-07T00:00:00.000Z,Turndown,1976-04-07T00:00:00.000Z,0,0,0,0,76037,1976-04-07T00:00:00.000Z,cb87a6e1-e660-4ef1-a28c-af0612ebdd2d
76046,6,TX,Texas                         ,0,1976-06-01T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1976-06-11T00:00:00.000Z,1976-06-11T00:00:00.000Z,Turndown,1976-06-11T00:00:00.000Z,0,0,0,0,76046,1976-06-11T00:00:00.000Z,bdfbdf4c-7173-4880-a9b3-2e644cac1b9d
76061,2,NY,New York                      ,0,1976-07-14T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1976-07-21T00:00:00.000Z,1976-07-21T00:00:00.000Z,Turndown,1976-07-21T00:00:00.000Z,0,0,0,0,76061,1976-07-21T00:00:00.000Z,6efc9c50-6913-4968-822a-8216b2858a6d
76065,6,TX,Texas                         ,0,1976-07-20T00:00:00.000Z,Major Disaster,FLOODING,Flood,1976-07-30T00:00:00.000Z,1976-07-30T00:00:00.000Z,Turndown,1976-07-30T00:00:00.000Z,0,0,0,0,76065,1976-07-30T00:00:00.000Z,f9c21d07-e11d-4394-8972-db0f3f282d8c
76066,7,KS,Kansas                        ,0,1976-07-22T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1976-07-30T00:00:00.000Z,1976-07-30T00:00:00.000Z,Turndown,1976-07-30T00:00:00.000Z,0,0,0,0,76066,1976-07-30T00:00:00.000Z,91a4b8ac-c27d-4dd6-88a8-59e975f71c10
76080,2,NY,New York                      ,0,1976-09-08T00:00:00.000Z,Major Disaster,FLOOD,Flood,1976-09-29T00:00:00.000Z,1976-09-29T00:00:00.000Z,Turndown,1976-09-29T00:00:00.000Z,0,0,0,0,76080,1976-09-29T00:00:00.000Z,01e60928-7778-4dbd-8e6f-bbe56af4aa6f
76200,3,MD,Maryland                      ,0,1975-07-16T00:00:00.000Z,Emergency,HEAVY RAINS & FLOODING,Flood,1975-07-16T00:00:00.000Z,1975-07-16T00:00:00.000Z,Turndown,1975-07-16T00:00:00.000Z,0,0,0,0,76200,1975-07-16T00:00:00.000Z,e61a3d88-b0a3-4ef2-bc5f-b94e546065d4
76201,3,MD,Maryland                      ,0,1975-07-17T00:00:00.000Z,Emergency,"HIGH WNDS,HVY RAINS,&FLOODING",Flood,1975-07-17T00:00:00.000Z,1975-07-17T00:00:00.000Z,Turndown,1975-07-17T00:00:00.000Z,0,0,0,0,76201,1975-07-17T00:00:00.000Z,b939775a-7a87-4a92-968b-0323c79c37e6
76202,9,NV,Nevada                        ,0,1975-07-17T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-17T00:00:00.000Z,1975-07-17T00:00:00.000Z,Turndown,1975-07-17T00:00:00.000Z,0,0,0,0,76202,1975-07-17T00:00:00.000Z,2a8e8ca9-f87b-4919-a477-c89b2260e21f
76203,1,CT,Connecticut                   ,0,1975-07-24T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-24T00:00:00.000Z,1975-07-24T00:00:00.000Z,Turndown,1975-07-24T00:00:00.000Z,0,0,0,0,76203,1975-07-24T00:00:00.000Z,0b408e36-9aee-4ad9-afe5-759ac457c715
76204,7,IA,Iowa                          ,0,1975-07-24T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-24T00:00:00.000Z,1975-07-24T00:00:00.000Z,Turndown,1975-07-24T00:00:00.000Z,0,0,0,0,76204,1975-07-24T00:00:00.000Z,b5a5b6c7-cfde-4bf3-8e2e-52506e662d90
76205,3,MD,Maryland                      ,0,1975-07-28T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-28T00:00:00.000Z,1975-07-28T00:00:00.000Z,Turndown,1975-07-28T00:00:00.000Z,0,0,0,0,76205,1975-07-28T00:00:00.000Z,7836d5ab-e871-4feb-a264-d2a5be6628f7
76206,6,LA,Louisiana                     ,0,1975-07-30T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-30T00:00:00.000Z,1975-07-30T00:00:00.000Z,Turndown,1975-07-30T00:00:00.000Z,0,0,0,0,76206,1975-07-30T00:00:00.000Z,70158d50-5444-4c79-8abb-ffb2add43859
76207,9,CA,California                    ,0,1975-08-11T00:00:00.000Z,Emergency,HIGH WINDS & FLOODING,Flood,1975-08-11T00:00:00.000Z,1975-08-11T00:00:00.000Z,Turndown,1975-08-11T00:00:00.000Z,0,0,0,0,76207,1975-08-11T00:00:00.000Z,844ce886-77ba-4122-88d0-182ea8ef759c
76208,3,PA,Pennsylvania                  ,0,1975-08-11T00:00:00.000Z,Emergency,FLOODING,Flood,1975-08-11T00:00:00.000Z,1975-08-11T00:00:00.000Z,Turndown,1975-08-11T00:00:00.000Z,0,0,0,0,76208,1975-08-11T00:00:00.000Z,405efd96-f993-4dce-acb4-49af2781d58a
76209,9,CA,California                    ,0,1975-08-11T00:00:00.000Z,Emergency,EARTHQUAKE & AFTERSHOCKS,Flood,1975-08-11T00:00:00.000Z,1975-08-11T00:00:00.000Z,Turndown,1975-08-11T00:00:00.000Z,0,0,0,0,76209,1975-08-11T00:00:00.000Z,1a1c5f18-9684-46f9-9f75-003d03ca0b03
76210,4,MS,Mississippi                   ,0,1975-08-21T00:00:00.000Z,Emergency,FLOODING,Flood,1975-08-21T00:00:00.000Z,1975-08-21T00:00:00.000Z,Turndown,1975-08-21T00:00:00.000Z,0,0,0,0,76210,1975-08-21T00:00:00.000Z,7940c6c6-6046-436e-8d53-50b1c9be3e05
76211,8,ND,North Dakota                  ,0,1975-09-10T00:00:00.000Z,Emergency,SEVERE THUNDERSTORM & FLOODING,Flood,1975-09-10T00:00:00.000Z,1975-09-10T00:00:00.000Z,Turndown,1975-09-10T00:00:00.000Z,0,0,0,0,76211,1975-09-10T00:00:00.000Z,401b1def-33e2-4c50-9b55-1de2735cd81a
76212,3,VA,Virginia                      ,0,1975-10-03T00:00:00.000Z,Emergency,FLOODING,Flood,1975-10-03T00:00:00.000Z,1975-10-03T00:00:00.000Z,Turndown,1975-10-03T00:00:00.000Z,0,0,0,0,76212,1975-10-03T00:00:00.000Z,b3d35fde-569f-4bdf-84a0-7b817e399b50
76214,1,MA,Massachusetts                 ,0,1975-10-10T00:00:00.000Z,Emergency,NATURAL GAS EXPLOSION,Human Cause,1975-10-10T00:00:00.000Z,1975-10-10T00:00:00.000Z,Turndown,1975-10-10T00:00:00.000Z,0,0,0,0,76214,1975-10-10T00:00:00.000Z,a510540d-e9eb-480b-86b1-a4f65dadcfa7
76216,2,NY,New York                      ,0,1975-12-08T00:00:00.000Z,Emergency,FLOOD,Flood,1975-12-08T00:00:00.000Z,1975-12-08T00:00:00.000Z,Turndown,1975-12-08T00:00:00.000Z,0,0,0,0,76216,1975-12-08T00:00:00.000Z,0489091e-3d22-481b-90ef-cfacb197ba19
76218,5,OH,Ohio                          ,0,1975-07-29T00:00:00.000Z,Emergency,FLOOD,Flood,1975-07-29T00:00:00.000Z,1975-07-29T00:00:00.000Z,Turndown,1975-07-29T00:00:00.000Z,0,0,0,0,76218,1975-07-29T00:00:00.000Z,182720da-7f33-4ebe-be3f-8955e82da374
76219,2,NY,New York                      ,0,1975-09-24T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-24T00:00:00.000Z,1975-09-24T00:00:00.000Z,Turndown,1975-09-24T00:00:00.000Z,0,0,0,0,76219,1975-09-24T00:00:00.000Z,abd7a909-6935-4dd3-acdb-aee33bb952ba
76220,7,IA,Iowa                          ,0,1975-09-26T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-26T00:00:00.000Z,1975-09-26T00:00:00.000Z,Turndown,1975-09-26T00:00:00.000Z,0,0,0,0,76220,1975-09-26T00:00:00.000Z,f47dcbbd-f3be-40c0-a93b-1b65c77172bc
76221,6,NM,New Mexico                    ,0,1975-09-26T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-26T00:00:00.000Z,1975-09-26T00:00:00.000Z,Turndown,1975-09-26T00:00:00.000Z,0,0,0,0,76221,1975-09-26T00:00:00.000Z,91a181b3-4c1c-40dd-abdb-b9a51b2af198
76222,6,TX,Texas                         ,0,1975-09-29T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-29T00:00:00.000Z,1975-09-29T00:00:00.000Z,Turndown,1975-09-29T00:00:00.000Z,0,0,0,0,76222,1975-09-29T00:00:00.000Z,906d99b9-0db2-43d1-b32b-111f0a8a5f2d
76223,1,CT,Connecticut                   ,0,1975-10-02T00:00:00.000Z,Emergency,FLOOD,Flood,1975-10-02T00:00:00.000Z,1975-10-02T00:00:00.000Z,Turndown,1975-10-02T00:00:00.000Z,0,0,0,0,76223,1975-10-02T00:00:00.000Z,95649db9-ac16-4fce-a9ee-860b23103ec5
76224,2,NY,New York                      ,0,1975-10-15T00:00:00.000Z,Emergency,FLOOD,Flood,1975-10-15T00:00:00.000Z,1975-10-15T00:00:00.000Z,Turndown,1975-10-15T00:00:00.000Z,0,0,0,0,76224,1975-10-15T00:00:00.000Z,bdde86d6-9ed3-489e-9df4-16c49a2aaefa
76226,4,NC,North Carolina                ,0,1975-12-15T00:00:00.000Z,Emergency,FLOOD,Flood,1975-12-15T00:00:00.000Z,1975-12-15T00:00:00.000Z,Turndown,1975-12-15T00:00:00.000Z,0,0,0,0,76226,1975-12-15T00:00:00.000Z,348e0b24-b546-484a-b122-8a6958128548
76227,10,OR,Oregon                        ,0,1975-12-30T00:00:00.000Z,Emergency,FLOOD,Flood,1975-12-30T00:00:00.000Z,1975-12-30T00:00:00.000Z,Turndown,1975-12-30T00:00:00.000Z,0,0,0,0,76227,1975-12-30T00:00:00.000Z,6e71dec5-db7f-40ac-8e4d-b73ff33ad68f
76228,4,FL,Florida                       ,0,1976-01-16T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-01-16T00:00:00.000Z,1976-01-16T00:00:00.000Z,Turndown,1976-01-16T00:00:00.000Z,0,0,0,0,76228,1976-01-16T00:00:00.000Z,f6c09a64-2724-4f3b-ad14-8058e9900259
76229,8,MT,Montana                       ,0,1976-01-16T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1976-01-16T00:00:00.000Z,1976-01-16T00:00:00.000Z,Turndown,1976-01-16T00:00:00.000Z,0,0,0,0,76229,1976-01-16T00:00:00.000Z,5213c734-bafa-4bec-888c-2c049d6c5719
76231,1,ME,Maine                         ,0,1976-02-11T00:00:00.000Z,Emergency,"RAIN,WINDSTORMS,FLOODING",Flood,1976-02-11T00:00:00.000Z,1976-02-11T00:00:00.000Z,Turndown,1976-02-11T00:00:00.000Z,0,0,0,0,76231,1976-02-11T00:00:00.000Z,262d9672-6d61-4c1f-8634-d6b908982da2
76234,2,NY,New York                      ,0,1976-02-26T00:00:00.000Z,Emergency,FLOODING & ICE JAMS,Flood,1976-02-26T00:00:00.000Z,1976-02-26T00:00:00.000Z,Turndown,1976-02-26T00:00:00.000Z,0,0,0,0,76234,1976-02-26T00:00:00.000Z,0cd95bc9-4b17-4071-b3f5-de946a0fdb86
76235,4,MS,Mississippi                   ,0,1976-02-27T00:00:00.000Z,Emergency,TORNADOES,Tornado,1976-02-27T00:00:00.000Z,1976-02-27T00:00:00.000Z,Turndown,1976-02-27T00:00:00.000Z,0,0,0,0,76235,1976-02-27T00:00:00.000Z,9a7c6b5a-9102-40e3-91ef-ebdb92ca91a4
76236,4,KY,Kentucky                      ,0,1976-02-27T00:00:00.000Z,Emergency,FLOODING,Flood,1976-02-27T00:00:00.000Z,1976-02-27T00:00:00.000Z,Turndown,1976-02-27T00:00:00.000Z,0,0,0,0,76236,1976-02-27T00:00:00.000Z,15a1a875-6df0-4f26-a93b-ac789dfc84cb
76237,2,NY,New York                      ,0,1976-03-02T00:00:00.000Z,Emergency,ICE JAMS,Snowstorm,1976-03-02T00:00:00.000Z,1976-03-02T00:00:00.000Z,Turndown,1976-03-02T00:00:00.000Z,0,0,0,0,76237,1976-03-02T00:00:00.000Z,a23c1c56-2afd-4453-9c07-ab19a2b597e4
76238,7,MO,Missouri                      ,0,1976-03-02T00:00:00.000Z,Emergency,TORNADOES,Tornado,1976-03-02T00:00:00.000Z,1976-03-02T00:00:00.000Z,Turndown,1976-03-02T00:00:00.000Z,0,0,0,0,76238,1976-03-02T00:00:00.000Z,0c8fd650-778c-4707-a83c-35c9d88a522b
76241,6,TX,Texas                         ,0,1976-03-17T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-03-17T00:00:00.000Z,1976-03-17T00:00:00.000Z,Turndown,1976-03-17T00:00:00.000Z,0,0,0,0,76241,1976-03-17T00:00:00.000Z,566b2b4b-dd13-4efd-9f49-113f7dc64d9f
76242,6,LA,Louisiana                     ,0,1976-04-08T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-04-08T00:00:00.000Z,1976-04-08T00:00:00.000Z,Turndown,1976-04-08T00:00:00.000Z,0,0,0,0,76242,1976-04-08T00:00:00.000Z,a01d5f1c-8546-446e-8a20-1e7b95e56756
76243,1,VT,Vermont                       ,0,1976-04-13T00:00:00.000Z,Emergency,FLOOD,Flood,1976-04-13T00:00:00.000Z,1976-04-13T00:00:00.000Z,Turndown,1976-04-13T00:00:00.000Z,0,0,0,0,76243,1976-04-13T00:00:00.000Z,d69387e9-2dd3-41ef-8bfb-c90ae5d9d53f
76244,5,MI,Michigan                      ,0,1976-04-13T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-04-13T00:00:00.000Z,1976-04-13T00:00:00.000Z,Turndown,1976-04-13T00:00:00.000Z,0,0,0,0,76244,1976-04-13T00:00:00.000Z,0859e77a-c251-4f0e-85c2-d55f8711c2ac
76245,2,NJ,New Jersey                    ,0,1976-03-30T00:00:00.000Z,Emergency,WINDSTORM,Severe Storm,1976-03-30T00:00:00.000Z,1976-03-30T00:00:00.000Z,Turndown,1976-03-30T00:00:00.000Z,0,0,0,0,76245,1976-03-30T00:00:00.000Z,d260f529-3717-40d6-9cee-7a95c20a2628
